Outer_iter,GenGoal_frac_Performance Variation,GenGoal_frac_Low rewards,GenGoal_frac_Good goals,GenGoal_frac_Other,Outer_MeanRewards,GenGoal_frac_High rewards,Outer_Success
271,0.0,0.4766666666666667,0.0033333333333333335,0.0,-1053.300841003607,0.52,0.5575980392156863
272,0.0,0.43666666666666665,0.006666666666666667,0.0,-1052.3624874042764,0.5566666666666666,0.5563725490196079
273,0.0,0.41,0.0,0.0,-1046.7646613173229,0.59,0.5710784313725491
274,0.0,0.4633333333333333,0.013333333333333334,0.0,-1070.8139773384687,0.5233333333333333,0.5674019607843137
275,0.0,0.36,0.0033333333333333335,0.0,-1059.1824600430639,0.6366666666666667,0.5661764705882353
276,0.0,0.4266666666666667,0.0,0.0,-1070.356320616442,0.5733333333333334,0.560049019607843
277,0.0,0.45666666666666667,0.06333333333333334,0.0,-1071.4798526457962,0.48,0.49264705882352944
278,0.0,0.4633333333333333,0.07666666666666666,0.0,-1088.9502812014596,0.46,0.5012254901960784
279,0.0,0.4266666666666667,0.0033333333333333335,0.0,-1095.8076397149703,0.57,0.5514705882352942
280,0.0,0.4533333333333333,0.0,0.0,-1110.1719700808521,0.5466666666666666,0.5514705882352942
281,0.0,0.4033333333333333,0.006666666666666667,0.0,-1120.012338227984,0.59,0.5465686274509803
282,0.0,0.5066666666666667,0.0033333333333333335,0.0,-1091.6771500346697,0.49,0.5490196078431372
283,0.0,0.47333333333333333,0.03666666666666667,0.0,-1081.3381020954723,0.49,0.5257352941176471
284,0.0,0.4266666666666667,0.056666666666666664,0.0,-1061.7836825435877,0.5166666666666667,0.5196078431372548
285,0.0,0.42333333333333334,0.06333333333333334,0.0,-1043.1594659589052,0.5133333333333333,0.5379901960784313
286,0.0,0.4866666666666667,0.0,0.0,-1041.1530406563763,0.5133333333333333,0.5539215686274509
287,0.0,0.5066666666666667,0.05,0.0,-1041.3880514330278,0.44333333333333336,0.5134803921568627
288,0.0,0.45,0.006666666666666667,0.0,-1045.6566889911405,0.5433333333333333,0.5539215686274509
289,0.0,0.45,0.0033333333333333335,0.0,-1039.185533039577,0.5466666666666666,0.5625
290,0.0,0.4166666666666667,0.02666666666666667,0.0,-1048.426613879623,0.5566666666666666,0.5416666666666666
291,0.0,0.44666666666666666,0.01,0.0,-1064.0462199094547,0.5433333333333333,0.5575980392156863
292,0.0,0.42333333333333334,0.023333333333333334,0.0,-1059.2288402498796,0.5533333333333333,0.5563725490196078
293,0.0,0.38333333333333336,0.0033333333333333335,0.0,-1050.7203613326596,0.6133333333333333,0.5747549019607843
294,0.0,0.4666666666666667,0.006666666666666667,0.0,-1046.140757780071,0.5266666666666666,0.5710784313725491
295,0.0,0.4533333333333333,0.01,0.0,-1044.1271135553595,0.5366666666666666,0.5637254901960783
296,0.0,0.44666666666666666,0.013333333333333334,0.0,-1056.5936296620748,0.54,0.5490196078431372
297,0.0,0.41333333333333333,0.0033333333333333335,0.0,-1046.7328178564217,0.5833333333333334,0.5502450980392156
298,0.0,0.44666666666666666,0.023333333333333334,0.0,-1072.0483858266755,0.53,0.5367647058823529
299,0.0,0.4266666666666667,0.0033333333333333335,0.0,-1048.061783316416,0.57,0.5514705882352942
300,0.0,0.44333333333333336,0.0,0.0,-1045.3132986903413,0.5566666666666666,0.5551470588235294
301,0.0,0.46,0.0,0.0,-1064.4593552888527,0.54,0.5526960784313725
302,0.0,0.4533333333333333,0.0033333333333333335,0.0,-1045.585197405588,0.5433333333333333,0.560049019607843
303,0.0,0.45666666666666667,0.04666666666666667,0.0,-1052.2355742514212,0.49666666666666665,0.534313725490196
304,0.0,0.4766666666666667,0.02666666666666667,0.0,-1052.6678823477246,0.49666666666666665,0.5232843137254901
305,0.0,0.44,0.0033333333333333335,0.0,-1051.8207500330918,0.5566666666666666,0.5281862745098039
306,0.0,0.4766666666666667,0.0,0.0,-1048.8521416301971,0.5233333333333333,0.5563725490196078
307,0.0,0.4633333333333333,0.006666666666666667,0.0,-1072.8026148117578,0.53,0.5220588235294118
308,0.0,0.4766666666666667,0.0,0.0,-1054.1480967978655,0.5233333333333333,0.5465686274509803
309,0.0,0.5066666666666667,0.0,0.0,-1056.4272931667558,0.49333333333333335,0.5502450980392156
310,0.0,0.42,0.01,0.0,-1046.9014064445769,0.57,0.5551470588235294
311,0.0,0.43666666666666665,0.0,0.0,-1050.6916795064544,0.5633333333333334,0.5551470588235294
312,0.0,0.48333333333333334,0.0,0.0,-1038.7771719930854,0.5166666666666667,0.5514705882352942
313,0.0,0.4866666666666667,0.0033333333333333335,0.0,-1050.236502283963,0.51,0.5404411764705882
314,0.0,0.4633333333333333,0.0,0.0,-1042.5786399391204,0.5366666666666666,0.5367647058823529
315,0.0,0.5166666666666667,0.0033333333333333335,0.0,-1053.345514161241,0.48,0.5343137254901961
316,0.0,0.4166666666666667,0.0033333333333333335,0.0,-1049.1270417721505,0.58,0.5404411764705882
317,0.0,0.5066666666666667,0.0,0.0,-1049.8524780796597,0.49333333333333335,0.5367647058823529
318,0.0,0.47333333333333333,0.0,0.0,-1041.971844407744,0.5266666666666666,0.5404411764705882
319,0.0,0.43666666666666665,0.006666666666666667,0.0,-1042.3652872541652,0.5566666666666666,0.5367647058823529
320,0.0,0.49,0.0033333333333333335,0.0,-1039.9203751518353,0.5066666666666667,0.534313725490196
321,0.0,0.44666666666666666,0.0033333333333333335,0.0,-1041.786793091643,0.55,0.5367647058823529
322,0.0,0.49333333333333335,0.0,0.0,-1035.2124461209294,0.5066666666666667,0.5355392156862746
323,0.0,0.5066666666666667,0.0,0.0,-1047.31059912981,0.49333333333333335,0.5294117647058824
324,0.0,0.47,0.0033333333333333335,0.0,-1043.5734711836028,0.5266666666666666,0.5245098039215685
325,0.0,0.4633333333333333,0.0033333333333333335,0.0,-1037.093706132424,0.5333333333333333,0.5294117647058824
326,0.0,0.49,0.0033333333333333335,0.0,-1046.0443761903962,0.5066666666666667,0.5232843137254901
327,0.0,0.4633333333333333,0.006666666666666667,0.0,-1031.8079551046126,0.53,0.5306372549019607
328,0.0,0.5133333333333333,0.0,0.0,-1026.7592719647073,0.4866666666666667,0.5294117647058824
329,0.0,0.44666666666666666,0.0,0.0,-1035.0583051341805,0.5533333333333333,0.5147058823529411
330,0.0,0.4633333333333333,0.0,0.0,-1031.073423875998,0.5366666666666666,0.5049019607843137
331,0.0,0.5233333333333333,0.0033333333333333335,0.0,-1033.9328543126364,0.47333333333333333,0.5098039215686275
332,0.0,0.43,0.0,0.0,-1045.3724228729156,0.57,0.5147058823529411
333,0.0,0.5,0.0,0.0,-1034.6512668295297,0.5,0.5110294117647058
334,0.0,0.48333333333333334,0.0,0.0,-1039.5104376570664,0.5166666666666667,0.508578431372549
335,0.0,0.4866666666666667,0.0033333333333333335,0.0,-1048.28174883669,0.51,0.5
336,0.0,0.4866666666666667,0.0033333333333333335,0.0,-1070.9861467454693,0.51,0.48039215686274506
337,0.0,0.4866666666666667,0.0033333333333333335,0.0,-1053.483741531535,0.51,0.5073529411764706
338,0.0,0.5166666666666667,0.0033333333333333335,0.0,-1056.3376711019398,0.48,0.5012254901960783
339,0.0,0.5333333333333333,0.0033333333333333335,0.0,-1061.1953909856913,0.4633333333333333,0.4975490196078431
340,0.0,0.5,0.006666666666666667,0.0,-1051.7963393328585,0.49333333333333335,0.5073529411764706
341,0.0,0.5333333333333333,0.0,0.0,-1052.7808426483443,0.4666666666666667,0.5147058823529411
342,0.0,0.42333333333333334,0.0,0.0,-1063.653920692196,0.5766666666666667,0.49264705882352944
343,0.0,0.43,0.0033333333333333335,0.0,-1047.4951317123248,0.5666666666666667,0.5147058823529411
344,0.0,0.5266666666666666,0.0,0.0,-1059.8692038419442,0.47333333333333333,0.49387254901960775
345,0.0,0.52,0.0,0.0,-1065.9465055818273,0.48,0.5036764705882353
346,0.0,0.5566666666666666,0.006666666666666667,0.0,-1066.6476407938535,0.43666666666666665,0.5171568627450981
347,0.0,0.5,0.013333333333333334,0.0,-1042.994299497267,0.4866666666666667,0.5183823529411765
348,0.0,0.52,0.006666666666666667,0.0,-1045.1126854734227,0.47333333333333333,0.5147058823529411
349,0.0,0.44,0.0,0.0,-1042.8382262208029,0.56,0.5183823529411765
350,0.0,0.5033333333333333,0.0,0.0,-1039.49912161495,0.49666666666666665,0.5294117647058824
351,0.0,0.44666666666666666,0.0033333333333333335,0.0,-1039.4093758431372,0.55,0.5294117647058824
352,0.0,0.5233333333333333,0.0,0.0,-1042.0333231095008,0.4766666666666667,0.5294117647058824
353,0.0,0.47,0.0033333333333333335,0.0,-1045.028385530903,0.5266666666666666,0.5147058823529411
354,0.0,0.4533333333333333,0.006666666666666667,0.0,-1036.7026333687934,0.54,0.5134803921568628
355,0.0,0.42,0.0033333333333333335,0.0,-1042.1522325765454,0.5766666666666667,0.5257352941176471
356,0.0,0.49,0.006666666666666667,0.0,-1034.2169986141387,0.5033333333333333,0.5294117647058824
357,0.0,0.47333333333333333,0.0033333333333333335,0.0,-1033.62243482205,0.5233333333333333,0.5294117647058824
358,0.0,0.4766666666666667,0.01,0.0,-1042.8384742791368,0.5133333333333333,0.5220588235294118
359,0.0,0.4533333333333333,0.0033333333333333335,0.0,-1041.176001657206,0.5433333333333333,0.508578431372549
360,0.0,0.49666666666666665,0.0,0.0,-1031.1951990343441,0.5033333333333333,0.5171568627450981
361,0.0,0.48,0.006666666666666667,0.0,-1040.3771178057543,0.5133333333333333,0.5134803921568628
362,0.0,0.49,0.0,0.0,-1040.0328344935688,0.51,0.5159313725490196
363,0.0,0.45,0.0033333333333333335,0.0,-1040.66202527597,0.5466666666666666,0.5183823529411765
364,0.0,0.49666666666666665,0.0033333333333333335,0.0,-1049.6938489660038,0.5,0.5220588235294118
365,0.0,0.4666666666666667,0.006666666666666667,0.0,-1059.804134531417,0.5266666666666666,0.5269607843137254
366,0.0,0.5133333333333333,0.0,0.0,-1080.3057451003783,0.4866666666666667,0.5208333333333334
367,0.0,0.48,0.0,0.0,-1069.2330632726464,0.52,0.5257352941176471
368,0.0,0.5166666666666667,0.0033333333333333335,0.0,-1075.9297336970212,0.48,0.5171568627450981
369,0.0,0.47,0.006666666666666667,0.0,-1071.8228903477545,0.5233333333333333,0.5110294117647058
370,0.0,0.53,0.01,0.0,-1075.7712651744207,0.46,0.5110294117647058
371,0.0,0.49333333333333335,0.0033333333333333335,0.0,-1069.582438593935,0.5033333333333333,0.5061274509803922
372,0.0,0.5133333333333333,0.0033333333333333335,0.0,-1073.9109126932674,0.48333333333333334,0.5110294117647058
373,0.0,0.45666666666666667,0.006666666666666667,0.0,-1066.4996627126857,0.5366666666666666,0.508578431372549
374,0.0,0.47,0.0,0.0,-1073.0258339689865,0.53,0.5159313725490196
375,0.0,0.4666666666666667,0.0,0.0,-1078.715117938728,0.5333333333333333,0.5098039215686274
376,0.0,0.43,0.0,0.0,-1083.5749158578915,0.57,0.5073529411764706
377,0.0,0.4766666666666667,0.006666666666666667,0.0,-1078.170830529298,0.5166666666666667,0.5073529411764706
378,0.0,0.5066666666666667,0.03333333333333333,0.0,-1072.2928621027197,0.46,0.4901960784313725
379,0.0,0.49333333333333335,0.0,0.0,-1077.558859727567,0.5066666666666667,0.502450980392157
380,0.0,0.5333333333333333,0.0,0.0,-1073.8335716025467,0.4666666666666667,0.5049019607843137
381,0.0,0.4866666666666667,0.0,0.0,-1060.9004530149089,0.5133333333333333,0.508578431372549
382,0.0,0.49,0.0033333333333333335,0.0,-1061.3891774972772,0.5066666666666667,0.5147058823529411
383,0.0,0.5166666666666667,0.0033333333333333335,0.0,-1071.359209200668,0.48,0.49142156862745107
384,0.0,0.5133333333333333,0.0033333333333333335,0.0,-1077.597848922479,0.48333333333333334,0.48774509803921573
385,0.0,0.5366666666666666,0.0,0.0,-1070.7740793554262,0.4633333333333333,0.49142156862745107
386,0.0,0.5266666666666666,0.0,0.0,-1070.3876321527475,0.47333333333333333,0.4889705882352941
387,0.0,0.54,0.0,0.0,-1058.9640172526215,0.46,0.4889705882352941
388,0.0,0.57,0.05333333333333334,0.0,-1072.1649213745973,0.37666666666666665,0.4436274509803922
389,0.0,0.5133333333333333,0.016666666666666666,0.0,-1055.6331956820907,0.47,0.4901960784313726
390,0.0,0.5,0.0,0.0,-1054.7873577464661,0.5,0.49387254901960786
391,0.0,0.43333333333333335,0.0033333333333333335,0.0,-1041.1065219556003,0.5633333333333334,0.5061274509803922
392,0.0,0.5033333333333333,0.006666666666666667,0.0,-1055.646419925948,0.49,0.5
393,0.0,0.5233333333333333,0.0,0.0,-1068.131830384885,0.4766666666666667,0.49264705882352944
394,0.0,0.5433333333333333,0.01,0.0,-1066.8092989206907,0.44666666666666666,0.482843137254902
395,0.0,0.48333333333333334,0.0033333333333333335,0.0,-1054.7038284472133,0.5133333333333333,0.5012254901960783
396,0.0,0.53,0.01,0.0,-1053.103765207637,0.46,0.5024509803921569
397,0.0,0.49,0.016666666666666666,0.0,-1069.4122048899799,0.49333333333333335,0.5012254901960783
398,0.0,0.51,0.013333333333333334,0.0,-1047.4121033069157,0.4766666666666667,0.5061274509803921
399,0.0,0.45,0.02,0.0,-1040.0023305709392,0.53,0.5159313725490196
